include,fy,agency,administration,suboffice,program,summary,program_appr,mitigation,power,transportation_sector,industry,agriculture_sector,buildings,forestry,efficiency,clean_electricity,electrification,fuels,carbon_management,non_co2,land_sink,other,rd,piloting,deployment,energy_water,transportation_fs,agriculture_fs,interior_environment,iija,ira,approps,one_time
Y,2021,DOT,Federal Highway Administration,Federal-aid Highway Program,National Highway Freight Program,"The National Highway Freight Program provides funds to states to improve efficiency of supply chains and freight, including introducing electric vehicles and charging networks to remote areas to contribute to reduced emissions.",1487305,297461,0,297461,0,0,0,0,148730.5,0,148730.5,0,0,0,0,0,0,0,297461,0,297461,0,0,0,0,297461,0
Y,2021,DOT,Federal Highway Administration,Highway Infrastructure Programs,Construction of Ferry Boats and Ferry Terminal Facilities,The Construction of Ferry Boats and Ferry Terminal Facilities program addresses mobility and access in urban and rural areas by providing valuable assistance to help States and other entities replace or acquire new ferry boats; replace propulsion systems with newer cleaner and more energy-efficient power plants; update navigational control systems; construct new terminals; improve access for the disabled; and replace and construct new docking facilities.,80000,16000,0,16000,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,16000,0,16000,0,0,0,0,16000,0
Y,2021,DOT,Federal Railroad Administration,Magnetic Levitation Technology Deployment Program,Magnetic Levitation Technology Deployment Program (Sub-Office),"The Magnetic Levitation Technology Deployment Program (Maglev) funds preconstruction planning activities and capital costs of viable, existing, completely emission-free Maglev projects. ",2000,2000,0,2000,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,2000,0,2000,0,0,0,0,2000,0
Y,2021,DOT,Federal Railroad Administration,Railroad Research & Development,Railroad System Issues Program,"The Railroad System Issues program works to advance research, development, and testing of alternative fuels for use in rail and other clean energy solutions.",6371,6371,0,6371,0,0,0,0,3185.5,0,0,3185.5,0,0,0,0,3185.5,3185.5,0,0,6371,0,0,0,0,6371,0
Y,2021,DOT,Federal Railroad Administration,Restoration and Enhancement Grants,Restoration and Enhancement Grants (Sub-Office),Restoration and Enhancement Grants support expanding intercity passenger rail corridors and develop new cooridor services to reduce congestion and greenhouse gas emissions.,4720,4720,0,4720,0,0,0,0,4720,0,0,0,0,0,0,0,0,0,4720,0,4720,0,0,0,0,4720,0
Y,2021,DOT,Federal Transit Administration,Transit Formula Grants,Public Transportation Innovation,The Public Transportation Innovation program accelerates the adoption of zero-emission buses and associated electrification infrastructure among other safety and efficiency improvements.,28000,28000,0,28000,0,0,0,0,14000,0,14000,0,0,0,0,0,28000,0,0,0,28000,0,0,0,0,28000,0
Y,2021,DOT,Pipeline & Hazardous Materials Safety Administration,Pipeline Safety,Research & Development,"The Research & Development program in the Pipeline Safety Sub-Office funds research on projects that provide near-term solutions to improve pipeline safety and reduce the environmental impact of failures, therefore reducing methane emissions from the oil and gas sector. ",12000,12000,0,12000,0,0,0,0,0,0,0,0,0,12000,0,0,12000,0,0,0,12000,0,0,0,0,12000,0
Y,2021,USDA,Farm Production and Conservation,Farm Service Agency,Guaranteed Conservation Loans,"The Guaranteed Conservation Loans program administers loans which allow farming operations access to credit to implement conservation practices such as reducing soil erosion, improving water quality, and promoting sustainable and organic agricultural practices such as establishing forest cover or managing manure digestion systems.",150000,150000,0,0,0,75000,0,75000,0,0,0,0,0,75000,75000,0,0,0,150000,0,0,150000,0,0,0,150000,0
Y,2021,USDA,Farm Production and Conservation,Natural Resources Conservation Service,Conservation Operations,The Conservation Operations program provides loans which allow farming operations access to credit to implement conservation programs to conserve soil and water and control agricultural related pollutants.,833000,833000,0,0,0,833000,0,0,0,0,0,0,0,416500,416500,0,0,0,833000,0,0,833000,0,0,0,833000,0
Y,2021,USDA,Farm Production and Conservation,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,"The Farm Security and Rural Investment Programs include the  Agricultural Conservation Easement Program, Agricultural Management Assistance, Agricultural Water Enhancement Program, Chesapeake Bay Watershed Program, Conservation Stewardship Program, Environmental Quality Incentives Program, Conservation Innovation Grants, Farm and Ranch Lands Protection Program, Grassland Reserve Program, Healthy Forests Reserve Program, Regional Conservation Partnership Program, Voluntary Public Access and Habitat Incentive Program, Wetlands Reserve Program, Wetlands Mitigation Banking Program, Wildlife Habitat Incentive Program, Feral Swine Eradication and Control Pilot Program, and Office of Urban Agriculture and Innovative Production.",3551115,1375000,0,0,0,687500,0,687500,0,0,0,0,0,687500,687500,0,458333.33,458333.33,458333.33,0,0,1375000,0,0,0,1375000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,Collaborative Forest Landscape Restoration,"The Collaborative Forest Landscape Restoration program uses science-based approaches to enhance forest and watershed health, reduce risk from uncharacteristic wildfire, and provide benefits to rural economies.",13787,10000,0,0,0,0,0,10000,0,0,0,0,0,0,10000,0,0,0,10000,0,0,0,10000,0,0,10000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,Community Forest and Open Space Conservation,The Community Forest and Open Space Conservation Program (CFP) provides financial assistance grants for acquiring and establishing working community forests that provide public benefits.,4000,3000,0,0,0,0,0,3000,0,0,0,0,0,0,3000,0,0,0,3000,0,0,0,3000,0,0,3000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,Cooperative Work - Knutson-Vandenberg,The Cooperative Work-Knutson-Vanderberg program performs improvements within timber sale areas such as reforestation and timber stand improvement.,69732,59000,0,0,0,0,0,59000,0,0,0,0,0,0,59000,0,0,0,59000,0,0,0,59000,0,0,59000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,Cooperative Work - Other,The Cooperative Work-Other program funds a wide variety of activities which support forest and rangeland research on national forest system lands such as protecting non-federal lands from wildfire.,40268,30000,0,0,0,0,0,30000,0,0,0,0,0,0,30000,0,0,0,30000,0,0,0,30000,0,0,30000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,FHM - Cooperative Lands,"The Forest Health Management on Cooperative Lands (FHM-Cooperative Lands) program provides technical and financial assistance to monitor, assess, and mitigate forest health threats on non-Federal lands before pests spread to healthy forests.",30747,28000,0,0,0,0,0,28000,0,0,0,0,0,0,28000,0,0,0,28000,0,0,0,28000,0,0,28000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,FHM Federal Lands,The Forest Health Management on Federal Lands program (FHM-Federal Lands) helps the National Forest System and other actively managed Federal lands to suppress forest insects and diseases.,15485,15000,0,0,0,0,0,15000,0,0,0,0,0,0,15000,0,0,0,15000,0,0,0,15000,0,0,15000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,Forest and Rangeland Research,"The Forest Service Research and Development program provides scientific information and innovative technology to support sustainable management of the Nation’s diverse forests and rangelands to improve forest and grassland conditions, inform adaptation to climate change, and to enhance greenhouse gas mitigation through forest management. ",40720,18000,0,0,0,0,0,18000,0,0,0,0,0,0,18000,0,18000,0,0,0,0,0,18000,0,0,18000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,Forest Legacy (Great Amercian Outdoors Act),The Forest Legacy Program (FLP) protects critical forest landscapes threatened by land conversion through conservation easements and fee-simple purchases in partnership with State agencies and private landowners.,94255,62000,0,0,0,0,0,62000,0,0,0,0,0,0,62000,0,0,0,62000,0,0,0,62000,0,0,62000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,Forest Stewardship Program,"The Forest Stewardship Program (FSP) focuses on active management and conservation, providing non-industrial private forest landowners with comprehensive technical assistance, forest management plans, and tools to access other Federal, State, and private programs that deliver on-the-ground results in sustaining the productivity, health, and resilience of their land and forest resources.",11902,7000,0,0,0,0,0,7000,0,0,0,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,7000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,Hazardous Fuels,"The Hazardous Fuels program funds treatments including vegetation manipulation, removal, or modification of wildland fuels to reduce the likelihood of ignition, reduce potential fire intensity and rate of spread, lessen potential damage, or limit the spread of invasive species and diseases. ",180388,177000,0,0,0,0,0,177000,0,0,0,0,0,0,177000,0,0,0,177000,0,0,0,177000,0,0,177000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,"Land Management Planning, Assessment, and Monitoring","The Land Management Planning, Assessment, and Monitoring program studies forest and grassland conditions and guides national forest system management activitites to improve forest conditions.",16544,6000,0,0,0,0,0,6000,0,0,0,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,6000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,National Parks and Public Land Legacy Restoration Fund,The National Parks and Public Land Legacy Restoration Fund supports projects that perform maintenance to improve access and enhance forest conditions. ,285000,143000,0,0,0,0,0,143000,0,0,0,0,0,0,143000,0,0,0,143000,0,0,0,143000,0,0,143000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,Range Betterment Fund,"The Range Betterment Fund supports range rehabilitation, protection and improvements on national forest lands, such as seeding, reseeding, weed and other plant removal and control, and wildlife habitat enhancement.",1719,1000,0,0,0,0,0,1000,0,0,0,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,1000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,Reforestation Trust Fund,"The Reforestation Trust Fund supports reforestation and timber stand improvement work to regenerate forest vegetation on areas impacted by wildfire, floods, and hurricanes, increase carbon sequestration capacity, and establish more resilient forests.",30000,30000,0,0,0,0,0,30000,0,0,0,0,0,0,30000,0,0,0,30000,0,0,0,30000,0,0,30000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,Stewardship Contracting,The Stewardship Contracting program restores forested lands and uses the forest products removed during restoration activities for products such as woody biomass for energy production and timber for construction.,30000,15000,5000,0,0,0,5000,5000,0,5000,0,0,0,0,5000,5000,0,0,15000,0,0,0,15000,0,0,15000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,Vegetation and Watershed Management,"The Vegetation and Watershed Management program ensures the productive and sustainable use of National Forest System lands by improving the condition and health of forest and rangeland vegetation, controlling the spread of invasive species, sustaining soil productivity, reducing the risk of severe flooding and erosion in areas affected by severe fire, and maintaining water quality. ",28683,20000,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,20000,0,0,0,20000,0,0,20000,0
Y,2021,USDA,Natural Resources and Environment,Forest Service,Wildlife and Fisheries Habitat Management,"The Wildlife and Fisheries Habitat Management program maintains ecological conditions needed to maintain the diversity, viability, and productivity of plant and animal communities and reforestation and revegetation efforts in support of ecological restoration and post-wildfire recovery. ",20727,10000,0,0,0,0,0,10000,0,0,0,0,0,0,10000,0,0,0,10000,0,0,0,10000,0,0,10000,0
Y,2021,USDA,Rural Development,Rural Business Cooperative Service,Rural Energy for America,"The Rural Energy for America guaranteed loan and grant programs help farmers, ranchers and rural small businesses purchase and install renewable energy systems and make energy efficiency improvements.",392,392,0,0,0,196,196,0,196,196,0,0,0,0,0,0,0,0,392,0,0,392,0,0,0,392,0
Y,2021,USDA,Rural Development,Rural Utility Service,High Energy Cost Grants,The High Energy Cost Grants program assists energy providers and other eligible entities in lowering energy costs for families and individuals in areas with extremely high per-household energy costs.,10000,5900,5900,0,0,0,0,0,1966.67,1966.67,1966.67,0,0,0,0,0,0,0,5900,0,0,5900,0,0,0,5900,0
Y,2021,USDA,Rural Development,Rural Utility Service,Rural Energy Savings Program,The Rural Energy Savings Program (RESP) provides loans to rural utilities and other companies who provide energy efficiency loans to qualified consumers to implement durable cost-effective energy efficiency measures.,11000,11000,11000,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,11000,0,0,11000,0,0,0,11000,0
