include,fy,agency,administration,suboffice,program,summary,program_appr,mitigation,power,transportation_sector,industry,agriculture_sector,buildings,forestry,efficiency,clean_electricity,electrification,fuels,carbon_management,non_co2,land_sink,other,rd,piloting,deployment,fy21_omni,ira,iija,fy22_omni,fy23_omni,approps,one_time,tax_credit
Y,2021,DOE,Science,Fusion Energy Sciences,"Matter in Extreme Conditions (MEC) Petawatt Upgrade, SLAC",Advances the preliminary design package in support of pursuing Critical Decision (CD)‐2 (Approve Performance Baseline) currently planned for FY 2025. This funding will also allow the project team to develop a more thorough plan to proceed through CD‐3 (Approve Start of Construction) and project execution.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Science,Fusion Energy Sciences,U.S. Contributions to ITER,"Provides $66,000,000 for Cash Contributions to fulfill U.S. agreements to the ITER Organization from previous underfunding. The remaining $190,000,000 will continue to be used to significantly enhance the design and fabrication performance of project scope in FY 2023–2024 to include the funding activities associated with the Central Solenoid Module fabrication and shipment process and the design, fabrication, and delivery of Tokomak Cooling Water System components.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Nuclear Energy,Generation Credits Division,Civil Nuclear Credit Program,"Aims to preserve the existing U.S. reactor fleet and save thousands of high-paying jobs across the country. Under the new program, owners or operators of commercial U.S. reactors can apply for certification to bid on credits to support their continued operations.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Grid Deployment Office,Generation Credits Division,Hydroelectric Production Incentives,"Provides incentive payments for electric energy generated and sold by a qualified hydroelectric facility during the incentive period, to the owner or authorized operator of such a facility.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Grid Deployment Office,Generation Credits Division,Hydroelectric Efficiency Improvement Incentives,Provides incentive payments to owners or operators of existing hydroelectric facilities for capital improvements that can increase efficiency of a hydroelectric facility by at least 3%.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Grid Deployment Office,Generation Credits Division,Maintaining and Enhancing Hydroelectricity Incentives,"Provides incentive payments to enhance existing hydropower facilities through capital improvements directly related to three main areas: grid resiliency, dam safety, and environmental improvements.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Electricity,Grid Controls and Communications,Energy Delivery Grid Operations Technology (EDGOT),"Enhances the analytical capability needed to ensure reliable and resilient energy delivery and provides the architecture and process for identifying a range of scalable mitigation solutions to changing climate conditions and other emerging threats. The core of the EDGOT portfolio is the North American Energy Resilience Model (NAERM), a hybrid data/model platform for the quantitative assessment of the significant interdependencies that have evolved within the energy sector and that could affect reliability.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Grid Deployment Office,Grid Modernization Division,Preventing Outages and Enhancing the Resilience of the Electric Grid / Hazard Hardening,"Strengthens and modernizes America’s power grid against wildfires, extreme weather, and other natural disasters. FY2024 funding will support awards for competitive grants for industry and formula grants for states, territories, and American Indian Tribes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Grid Deployment Office,Grid Modernization Division,Electric Grid Upgrade Program - Ensuring Reliability & Resiliency,"Demonstrates innovative approaches to transmission, storage, and distribution infrastructure to harden and enhance resilience and reliability; and demonstrates novel approaches to enhance regional grid resilience.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Grid Deployment Office,Grid Modernization Division,Smart Grid Investment Matching Grant Program,Promotes a broader suite of grid enhancing technologies that will increase the capacity of the existing transmission system; prevent faults that may lead to wildfires or other system disturbances; integrate ever increasing-renewable resources; and deploy technologies that are better able monitor and analyze the impact of transportation and building electrification on the grid.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Science,High Energy Physics,HEP Research,Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Science,High Energy Physics,Long Baseline Neutrino Facility/Deep Underground Neutrino Experiment,Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Science,High Energy Physics,"Muon to Electron Conversion Experiment, FNAL",Funding to support project activities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Science,High Energy Physics,"Proton Improvement Plan II (PIP‐II), FNAL",Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Office of Clean Energy Demonstrations,Hydrogen Hubs,Regional Clean Hydrogen Hubs,"Supports the development of 6-10 regional clean hydrogen hubs that demonstrably aid the achievement of the clean hydrogen production standards; demonstrate the production, processing, delivery, storage, and end use of clean hydrogen; and can be developed into a national clean hydrogen network to facilitate a clean hydrogen economy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Office of Clean Energy Demonstrations,Industrial Demonstrations,Industrial Emissions Demonstration Projects,Supports demonstration projects that test and validate technologies that reduce industrial emissions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Office of Clean Energy Demonstrations,Industrial Demonstrations,Advanced Industrial Facilities Deployment Program,"Aims to catalyze high-impact, large-scale, transformational advanced industrial facilities to reduce greenhouse gas (GHG) emissions in energy-intensive industrial subsectors. OCED will support large-scale overhauls for existing facilities, common technologies across multiple facilities, or full facility builds that tie to or replace existing energy-intensive industrial facilities as well as upgrades and retrofits that target decarbonization within a unit operation or process line at an existing industrial facility.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Science,Isotope R&D and Production,IRP Research,Funding to support project activities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Science,Isotope R&D and Production,"U.S. Stable Isotope Production and Research Center (SIPRC), ORNL",Funding to support project activities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Enhanced Use of Defense Production Act (DPA) of 1950,Focuses on heat pumps and will invest in manufacturers with domestic operations to retool existing factories or build new factories for heat pumps and their components. These investments will bolster U.S. competitiveness and security while reducing reliance among U.S. consumers and businesses on volatile natural gas and home heating oil costs and supply.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Rare Earth Elements Demonstration Facility,Demonstrate the feasibility of a full-scale integrated Rare Earth Elements extraction and separation facility and refinery.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Battery Manufacturing and Recycling Grants – Sec. 40207c,"Grants to ensure that the United States has a viable domestic manufacturing and recycling capability to support a North American battery supply chain. Focus on demonstration projects, construction of commercial-scale facilities, and retrofit or retooling of existing facilities for battery component manufacturing, advanced battery manufacturing, and recycling.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Battery and Critical Mineral Recycling - State and Local Programs – Sec. 40207.f3,"Grants to state and local governments for battery collection, recycling, and reprocessing programs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Battery and Critical Mineral Recycling - Retailers as Collection Points – Sec. 40207.f4,"Awards grants to retailers that sell covered batteries or covered battery-containing products to establish and implement a system for acceptance and collection of covered batteries and covered battery-containing products for reuse, recycling, or proper disposal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Battery Material Processing Grants,Grants for battery materials processing to ensure that the United States has a viable battery materials processing industry.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Advanced Energy Manufacturing and Recycling Grant Program,"Supports manufacturing projects in communities that have experienced coal mine or coal-fired power plant closures. The Program will provide grants to small- and medium-sized manufacturers to build, expand, or re-equip facilities to produce or recycle property needed to support secure, resilient domestic clean energy supply chains. It also supports grants for manufacturers to install equipment that will substantially reduce greenhouse gas emissions manufacturing and industrial facilities.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Implementation Grants for Industrial Research & Assessment Centers – Sec. 40521.b1,Funds upgrades for small- and medium-sized manufacturers that have been recommended in an assessment from an Industrial Assessment Center or Combined Heat and Power Technical Assistance Partnership.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Industrial Research and Assessment Centers – Sec. 40521.b2/b3,"Provides funding for institutions of higher education, community colleges, trade schools, and union training programs to identify opportunities for optimizing energy efficiency and environmental performance at manufacturing and other industrial facilities.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,State Manufacturing Leadership,Provide funding to states to invest in smart manufacturing technologies.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Extended Product System Rebates,"Provide rebates for qualified extended product systems (i.e., electric motor, electronic control, and driven load).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Energy Efficient Transformer Rebates,"Provides rebates to industrial or manufacturing facility owners, commercial building owners, multifamily building owners, utilities, or energy service companies for the replacement of a qualified energy inefficient transformer with a qualified energy efficient transformer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Domestic Manufacturing Conversion Grants – Sec. 50143,"Provides grants for domestic production of efficient hybrid, plug-in electric hybrid, plug-in electric drive, and hydrogen fuel cell electric vehicles, in accordance with section 712 of the Energy Policy Act of 2005.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Fossil Energy and Carbon Management,National Laboratory Infrastructure,National Laboratory Infrastructure,Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Energy Efficiency and Renewable Energy,National Laboratory Infrastructure,National Laboratory Infrastructure,Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Nuclear Energy,National Laboratory Infrastructure (c) Office of Nuclear Energy,National Laboratory Infrastructure (c) Office of Nuclear Energy,Funding for construction and equipment procurement projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Science,Nuclear Physics,"Electron Ion Collider (EIC), BNL",Funding to support project activities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Science,Nuclear Physics,NP Operation and Maintenance,Funding to support project activities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Office of Clean Energy Demonstrations,Office of Clean Energy Demonstrations,Annual Appropriations,"Delivers commercial-scale energy demonstration projects in partnership with the private sector to accelerate market adoption, deployment, and the equitable transition to a modernized and competitive clean energy economy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
